A2M
ITSN2
JAG1
JAG2
JAK3
JAM2
JMJD6
JMY
JRKL
KAL1
KANK3
KANSL1L
KAT2A
KAT6B
KATNAL1
KB-1047C11.2
KB-1460A1.5
KBTBD7
KCNAB1
KCNAB2
KCNE1
KCNJ16
KCNJ2
KCNJ3
KCNK6
KCNMB4
KCNN3
KCNN4
KCNQ1OT1
KCP
KCTD12
KCTD15
KDELC1
KDM4A
KDM4B
KDR
KIAA0101
KIAA0195
KIAA0408
KIAA0556
KIAA0586
KIAA0753
KIAA1009
KIAA1161
KIAA1217
KIAA1377
KIAA1407
KIAA1467
KIAA1551
KIAA1683
KIAA1731
KIAA2022
KIF14
KIF17
KIF20B
KIF21A
KIF27
KIF9
KIFC1
KIR2DL2
KIR3DL1
KIRREL
KIT
KL
KLF2
KLF3
KLHDC10
KLHDC9
KLHL17
KLHL3
KLHL32
KLHL7
KLHL8
KLHL9
KLK10
KLKB1
KLRB1
KLRC1
KLRC2
KLRD1
KLRF1
KLRG1
KMO
KMT2D
KNDC1
KNOP1
KPTN
KRBA1
KREMEN1
KRT13
KRT15
KRT19
KRT5
KRT7
KRT8
KSR1
KTI12
L1TD1
L3MBTL3
LACE1
LAMA2
LAMA4
LAMB1
LAMB2
LAMC2
LAMP3
LANCL3
LARP4
LARS2
LAX1
LAYN
LBH
LCA5L
LCAT
LCK
LCN2
LDB2
LDLRAD1
LDOC1
LDOC1L
LEKR1
LENG8-AS1
LEO1
LEPR
LEPREL4
LGALS2
LGALS4
LGR6
LHCGR
LHFP
LHFPL2
LIF
LIFR
LIFR-AS1
LILRB2
LILRB5
LIN9
LINC00035
LINC00087
LINC00152
LINC00173
LINC00243
LINC00265
LINC00271
LINC00312
LINC00341
LINC00511
LINC00662
LINC00665
LINC00672
LINC00842
LINC00863
LINC00865
LINC00883
LINC00886
LINC00894
LINC00954
LINC00996
LINC01004
LIPH
LL0XNC01-237H1.2
LL22NC03-2H8.5
LLGL1
LMAN2L
LMCD1
LMO7
LMTK3
LNX1
LOH12CR2
LONP1
LOXL1-AS1
LPAR6
LPCAT1
LPHN2
LPIN2
LPIN3
LRCH1
LRCH2
LRG1
LRIF1
LRMP
LRP11
LRP12
LRP2
LRP8
LRRC16A
LRRC17
LRRC18
LRRC20
LRRC25
LRRC27
LRRC34
LRRC37A3
LRRC46
LRRC48
LRRC56
LRRC59
LRRC61
LRRC69
LRRC8A
LRRIQ1
LRSAM1
LSAMP
LSM14B
LTB
LTB4R
LTBP1
LTBP2
LTBP4
LTN1
LUM
LUZP1
LXN
LYPD6B
LYRM4
LYSMD1
LYVE1
LYZ
MAATS1
MACF1
MAD2L1BP
MAD2L2
MAGEF1
MAGI3
MAK16
MAL
MAMDC2
MAML2
MAML3
MAN1A2
MAN2A1
MANEA
MAP10
MAP1A
MAP1B
MAP1LC3C
MAP1S
MAP2K1
MAP3K10
MAP3K12
MAP3K6
MAP3K7
MAP4K3
MAP6
MAP7D2
MAP7D3
MAPK15
MAPK3
MAPK7
MAPKAPK5-AS1
MAPRE2
MARC2
MARCH10
MARCKSL1
MARK1
MARVELD2
MATN2
MAZ
MB21D1
MBD1
MCAM
MCAT
MCF2L
MCF2L2
MCOLN2
MDC1
MDM1
ME3
MECP2
MED26
MED8
MEIS2
MEMO1
MESDC1
METTL13
METTL15
METTL18
METTL8
MEX3C
MEX3D
MFAP4
MFAP5
MFI2
MFSD12
MFSD4
MGA
MGAM
MGAT2
MGAT5
MGP
MIA3
MIAT
MICU1
MIER2
MIPEP
MIPOL1
MIR103A2
MIR205HG
MIR24-2
MIR4435-1HG
MIR568
MIS12
MISP
MKI67
MKL1
MKL2
MLH3
MLLT10
MMP7
MMRN1
MMRN2
MMS19
MN1
MNAT1
MNS1
MOAP1
MOCS1
MOCS3
MOGS
MOK
MORC2
MORN2
MORN3
MORN5
MPLKIP
MPP1
MPV17L2
MRE11A
MROH9
MRPL47
MRPS27
MRPS33
MRPS9
MS4A1
MS4A2
MS4A8
MSANTD2
MSRB3
MST4
MT-ND4L
MT-RNR1
MT-TE
MT-TM
MT-TP
MT-TY
MT1E
MT1G
MT1X
MT2A
MTAP
MTERF
MTFP1
MTIF2
MTMR12
MTMR2
MTMR6
MTO1
MTR
MTRF1
MTRNR2L2
MTRNR2L8
MTX3
MUC1
MUC15
MUC20
MUC4
MUM1
MUM1L1
MVB12A
MVB12B
MX2
MYBL1
MYBPC3
MYCBP2-AS1
MYCBPAP
MYCT1
MYH10
MYH11
MYL9
MYLK
MYNN
MYO15B
MYO1E
MYO7A
MYPOP
MZB1
NAA16
NAA25
NAALADL2
NAB2
NABP1
NACAD
NAP1L2
NAPB
NAPSA
NASP
NAT1
NAV2
NBEA
NBEAL2
NBPF15
NBPF3
NCALD
NCAM1
NCAM2
NCAPG
NCKAP5
NCMAP
NCR3
NDN
NDRG3
NDUFA6-AS1
NEBL-AS1
NEDD9
NEK10
NEK11
NELFB
NES
NEXN
NFATC1
NFATC2
NFIB
NFKBIB
NFKBIZ
NFS1
NFYA
NHLRC3
NID1
NID2
NIN
NIPAL1
NIPAL3
NIPSNAP1
NKAPL
NKG7
NLK
NLRP1
NME5
NME9
NMNAT1
NMNAT2
NMNAT3
NMRK1
NMT2
NMUR1
NNMT
NOL12
NOL6
NOL8
NOLC1
NOP14-AS1
NOP58
NOS3
NOSTRIN
NOTCH1
NOTCH2
NOTCH4
NOV
NPDC1
NPHP1
NPIPB3
NPIPB5
NPM2
NPPA-AS1
NPR3
NR2C1
NR2C2
NR2F1
NR2F2
NRG1
NRG4
NRP2
NRROS
NSL1
NSMCE4A
NSUN6
NT5C
NT5C3A
NTM
NTS
NUAK1
NUAK2
NUCB2
NUDT13
NUDT18
NUDT22
NUF2
NUMB
NUMBL
NUP50
NUP62
NUSAP1
NWD1
NXN
OAF
OBSCN
OCEL1
ODF2L
OLFM1
OLFML1
OMD
OMG
OPHN1
OPTN
OSBPL6
OSGIN1
OSM
OSR1
OTUD1
OTUD7B
OVCH1-AS1
OXCT1
OXSM
P2RX5
P2RX7
P2RY10
P2RY13
P2RY2
P4HTM
PADI4
PAK6
PALD1
PALLD
PALM2
PALMD
PANX2
PAPD5
PAPOLG
PAQR7
PAQR8
PARD3
PARD6B
PARP16
PART1
PASK
PAWR
PBLD
PBX1
PBX4
PCAT6
PCDH1
PCDH12
PCDH17
PCDH20
PCDH7
PCDHB4
PCED1B-AS1
PCGF1
PCOLCE
PCP4L1
PCSK2
PCTP
PCYOX1L
PDCD7
PDE3A
PDE4B
PDE4C
PDE5A
PDE6A
PDE7B
PDGFA
PDGFD
PDLIM3
PDLIM4
PDP1
PDPN
PDS5B
PDZD4
PDZD8
PEAK1
PEAR1
PECR
PEG10
PEMT
PENK
PER2
PET117
PEX1
PEX10
PEX6
PFAS
PFDN4
PFKFB3
PFN2
PGAP3
PGC
PGM2L1
PGP
PHACTR2
PHACTR3
PHC1
PHF10
PHF15
PHGDH
PHKG2
PHOSPHO2
PHRF1
PHYHD1
PHYHIP
PIBF1
PIEZO1
PIEZO2
PIFO
PIGC
PIGQ
PIH1D2
PIH1D3
PIK3AP1
PIK3C2A
PIK3CG
PIK3R1
PIK3R3
PIM1
PIR
PISD
PITPNB
PITPNM2
PJA1
PKD2
PKDCC
PKP3
PLA2G15
PLA2G2A
PLA2G4C
PLA2R1
PLAC8
PLAC9
PLAT
PLBD2
PLCB1
PLCB4
PLCE1
PLCH1
PLCL2
PLEKHA4
PLEKHA5
PLEKHA6
PLEKHG4B
PLEKHG5
PLEKHH1
PLEKHN1
PLEKHS1
PLGRKT
PLK2
PLSCR4
PLTP
PLXNC1
PMAIP1
PMF1
PMM2
PMP22
PMS1
PMS2
PNMA1
PNMAL1
PNPLA6
PNPLA7
PNPT1
PODXL
POGK
POGLUT1
POLDIP3
POLG2
POLI
POLK
POLM
POLN
POLR1B
POLR3C
POLR3F
POMT1
POSTN
POT1
POU2AF1
POU6F1
PPAP2A
PPAP2B
PPAPDC2
PPARG
PPARGC1A
PPARGC1B
PPCDC
PPFIBP1
PPID
PPIL1
PPIP5K2
PPM1K
PPME1
PPP1R12B
PPP1R14A
PPP1R26
PPP1R36
PPP1R42
PPP1R9A
PPP2R2B
PPP2R3A
PPP2R3B
PPP2R4
PPP2R5E
PPP4R4
PPP6R1
PPWD1
PRC1
PRCC
PRCP
PRDM1
PRDM8
PRELID2
PRELP
PREX2
PRF1
PRG4
PRICKLE3
PRICKLE4
PRIMPOL
PRKACA
PRKCH
PRKCQ
PRKCQ-AS1
PRKRIR
PRKX
PRMT10
PROCA1
PROK2
PROM2
PROS1
PROSER2
PROX1
PRPF19
PRPF38A
PRPF4
PRPS2
PRR14L
PRR15
PRR15L
PRR24
PRR3
PRR4
PRRC2A
PRSS23
PSENEN
PSORS1C1
PSTPIP2
PTCD3
PTGDR
PTGDS
PTGES
PTGES2
PTGFRN
PTGIR
PTGIS
PTGR2
PTGS2
PTMS
PTOV1-AS1
PTPN22
PTPN4
PTPN7
PTPRA
PTPRB
PTPRCAP
PTPRD
PTPRE
PTPRO
PTPRT
PTRF
PTTG1
PTX3
PUM1
PVRL3
PXN
PYHIN1
PYROXD1
PZP
QDPR
RAB11B-AS1
RAB11FIP5
RAB27B
RAB35
RAB3IP
RAB5A
RABEPK
RABIF
RABL2A
RABL2B
RABL6
RAD17
RAD51B
RAD52
RAD9A
RADIL
RAET1E
RAMP1
RAMP2
RAMP3
RANBP10
RAP1GAP
RAP2C
RAPGEF2
RAPGEF5
RARB
RARRES2
RARS2
RASA3
RASD1
RASGRP1
RASGRP3
RASIP1
RASSF2
RASSF9
RBAK
RBFADN
RBM15
RBM18
RBM28
RBM41
RBM48
RBMS3
RBP1
RBPMS-AS1
RCAN1
RCBTB1
REEP3
RELL1
RELN
REV3L
RFC4
RFWD3
RFX3
RGN
RGS1
RGS13
RGS16
RGS18
RGS2
RGS22
RGS3
RGS5
RGS9
RHBDD1
RHBDF2
RHBDL2
RHOBTB3
RHOF
RHOJ
RIBC1
RIBC2
RIN1
RING1
RLF
RLIM
RMDN1
RN7SK
RN7SL558P
RN7SL823P
RNA28S5
RND1
